parent_opeid,opeid,state,school_name,loc_name,addr_verif,lat,lon
2245600,2245604,OH,WARREN COUNTY CAREER CENTER,WARREN COUNTY CAREER CENTER - ATRIUM CAMPUS,"5757 Innovation Drive, Middletown, OH 450055173",39.5027453,-84.3129667
2250900,2250900,OK,EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER,EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER,"4601 North Choctaw Road, Choctaw, OK 730209017",35.5168965,-97.2669884
2251200,2251204,PA,SCHUYLKILL TECHNOLOGY CENTERS,SCHUYLKILL TECHNOLOGY CENTERS - SOUTH CAMPUS,"15 Maple Avenue, Mar Lin, PA 179510130",40.683812,-76.2523738
2251200,2251200,PA,SCHUYLKILL TECHNOLOGY CENTERS,SCHUYLKILL TECHNOLOGY CENTERS - NORTH CAMPUS,"101 Technology Drive, Frackville, PA 179312100",40.7757492,-76.2299575
2263400,2263400,MO,LAKE CAREER & TECHNICAL CENTER,LAKE CAREER & TECHNICAL CENTER,"269 Dare Boulevard, Camdenton, MO 650200000",38.0054648,-92.7329353
2263700,2263700,OH,MIAMI VALLEY CAREER TECHNOLOGY CENTER,MIAMI VALLEY CAREER TECHNOLOGY CENTER,"6800 Hoke Road, Englewood, OH 453154531",39.8446571,-84.3276462
2272700,2272700,OH,COLUMBIANA COUNTY CAREER & TECHNICAL CENTER,COLUMBIANA COUNTY CAREER & TECHNICAL CENTER,"9364 State Route 45, Lisbon, OH 444329585",40.7679497,-80.7479439
2272900,2272900,NY,ROCKLAND COUNTY BOCES ADULT EDUCATION,ROCKLAND COUNTY BOCES ADULT EDUCATION - MAIN CAMPUS,"65 Parrott Road, West Nyack, NY 109941025",41.1199344,-73.9802055
2275300,2275300,WV,CABELL COUNTY CAREER TECHNOLOGY CENTER,CABELL COUNTY CAREER TECHNOLOGY CENTER,"1035 Norway Avenue, Huntington, WV 25705",38.4032754,-82.3722257
2276900,2276900,CO,COMMUNITY COLLEGE OF AURORA,COMMUNITY COLLEGE OF AURORA - CENTER TECH CAMPUS,"16000 East CentreTech Parkway, Aurora, CO 80011",39.7179974,-104.8026662
2276900,2276902,CO,COMMUNITY COLLEGE OF AURORA,COMMUNITY COLLEGE OF AURORA - LOWRY CAMPUS,"710 Alton Way, Denver, CO 80230",39.7274199,-104.8790752
2277300,2277300,SD,SISSETON WAHPETON COLLEGE,SISSETON WAHPETON COLLEGE,"BIA Road #700, Agency Village CPO, Sisseton, SD 57262",45.5629345,-97.0704443
2278100,2278100,NM,SANTA FE COMMUNITY COLLEGE,SANTA FE COMMUNITY COLLEGE - MAIN CAMPUS,"6401 Richards Avenue, Santa Fe, NM 87508",35.6019148,-105.9998263
2278100,2278101,NM,SANTA FE COMMUNITY COLLEGE,SANTA FE COMMUNITY COLLEGE - HIGHER EDUCATION CENTER,"1950 Siringo Road, Santa Fe, NM 87505",35.6525502,-105.9733685
2282100,2282100,OK,HIGH PLAINS TECHNOLOGY CENTER,HIGH PLAINS TECHNOLOGY CENTER,"3921 34th Street, Woodward, OK 738017000",36.406173,-99.42716
2286600,2286600,MT,LITTLE BIG HORN COLLEGE,LITTLE BIG HORN COLLEGE,"8645 S. Weaver Drive, Crow Agency, MT 59022",45.6050182,-107.4587525
2288400,2288401,GA,GWINNETT TECHNICAL COLLEGE,GWINNETT TECHNICAL COLLEGE - ALPHARETTA-NORTH FULTON CAMPUS,"2875 Old Milton Parkway, Alpharetta, GA 30009",34.0679571,-84.2757767
2288400,2288400,GA,GWINNETT TECHNICAL COLLEGE,GWINNETT TECHNICAL COLLEGE - MAIN CAMPUS,"5150 Sugarloaf Parkway, Lawrenceville, GA 30043",33.9633632,-84.0675774
2297000,2297000,FL,CHARLOTTE TECHNICAL COLLEGE,CHARLOTTE TECHNICAL COLLEGE,"18150 Murdock Circle, Port Charlotte, FL 33948",27.0051961,-82.1462046
2300900,2300900,FL,WITHLACOOCHEE TECHNICAL COLLEGE,WITHLACOOCHEE TECHNICAL COLLEGE,"1201 West Main Street, Inverness, FL 34450",28.8340019,-82.3472235
2304700,2304700,OH,TRI-RIVERS CAREER CENTER,TRI-RIVERS CAREER CENTER,"2222 Marion-Mt Gilead Road, Marion, OH 433028913",40.5830462,-83.070195
2306200,2306200,PA,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL - OIL CITY CAMPUS,"1 Vo-Tech Drive, Oil City, PA 163013501",41.4268417,-79.687149
2306200,2306201,PA,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL - WARREN CAMPUS,"589 Hospital Drive; Suite F, Warren, PA 163654896",41.8823155,-79.1480625
2307400,2307400,FL,GEORGE STONE TECHNICAL COLLEGE,GEORGE STONE TECHNICAL COLLEGE,"2400 Longleaf Drive, Pensacola, FL 32526",30.4878184,-87.2922538
2309500,2309500,CA,CLOVIS ADULT EDUCATION,CLOVIS ADULT EDUCATION,"1452 David E Cook Way, Clovis, CA 936110575",36.8345155,-119.6899119
2310800,2310805,PA,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER - HEALTH SCIENCES CENTER,"422 Beaver Valley Pike, Willow Street, PA 17584",39.9890692,-76.2620777
2310800,2310801,PA,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER - BROWNSTOWN CAMPUS,"231 Snyder Road, Ephrata, PA 17522",40.1341333,-76.192547
2310800,2310800,PA,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,"1730 Hans Herr Drive, Willow Street, PA 17584",39.9859665,-76.267357
2310800,2310802,PA,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER - MOUNT JOY CAMPUS,"432 Old Market Street, Mount Joy, PA 17552",40.1177358,-76.5066623
2315400,2315402,TX,NORTHEAST TEXAS COMMUNITY COLLEGE,NORTHEAST TEXAS COMMUNITY COLLEGE - HANSON SEWELL CENTER,"237 College Street, Pittsburg, TX 75686",32.9954356,-94.9628104
2315400,2315400,TX,NORTHEAST TEXAS COMMUNITY COLLEGE,NORTHEAST TEXAS COMMUNITY COLLEGE - MAIN CAMPUS,"3500 South First Street, Lufkin, TX 75901",31.2871142,-94.7318131
2315400,2315401,TX,NORTHEAST TEXAS COMMUNITY COLLEGE,NORTHEAST TEXAS COMMUNIT COLLEGE - INDUSTRIAL TECHNOLOGY TRAINING CTR,"1100 Lakewood Drive, Mt. Pleasant, TX 75455",33.1763335,-94.9814554
2316200,2316202,FL,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE - ROBERT MORGAN INSTRUCTIONAL SERVICE CENTER,"18180 SW 122 Avenue, Miami, FL 33177",25.5990527,-80.3903946
2316200,2316201,FL,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE - PARKWAY EDUCATIONAL COMPLEX,"2349 NW 175 Street, Miami Gardens, FL 33056",25.9345047,-80.2400603
2316200,2316200,FL,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE,MIAMI LAKES EDUCATIONAL CENTER AND TECHNICAL COLLEGE - MAIN CAMPUS,"5780 NW 158th Street, Miami Lakes, FL 33014",25.9153789,-80.2941488
2321200,2321200,FL,ORANGE TECHNICAL COLLEGE - WESTSIDE CAMPUS,ORANGE TECHNICAL COLLEGE - WESTSIDE CAMPUS,"955 East Story Road, Winter Garden, FL 34787",28.5601961,-81.5723246
2330300,2330300,PA,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,"833 Metro Drive, Lebanon, PA 170429197",40.3412135,-76.390895
2336300,2336300,OH,KNOX COUNTY CAREER CENTER,KNOX COUNTY CAREER CENTER - MAIN CAMPUS,"306 Martinsburg Road, Mount Vernon, OH 430504298",40.3762847,-82.4756449
2336300,2336301,OH,KNOX COUNTY CAREER CENTER,KNOX COUNTY CAREER CENTER - EXTENSION CAMPUS,"1481 Yauger Road, Mount Vernon, OH 430504298",40.3760633,-82.4726488
2336700,2336700,OH,CUYAHOGA VALLEY CAREER CENTER,CUYAHOGA VALLEY CAREER CENTER,"8001 Brecksville Road, Brecksville, OH 441411296",41.3445398,-81.6244273
2341300,2341300,TX,PALO ALTO COLLEGE,PALO ALTO COLLEGE,"1400 W. Villaret, San Antonio, TX 78224",29.3240128,-98.545026
2343000,2343000,MT,FORT PECK COMMUNITY COLLEGE,FORT PECK COMMUNITY COLLEGE,"605 Indian Avenue, Poplar, MT 59255",48.1135963,-105.1930491
2346500,2346500,UT,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE - MAIN CAMPUS,"200 North Washington Boulevard, Ogden, UT 84404",41.2628572,-111.9686077
2346500,2346503,UT,OGDEN-WEBER TECHNICAL COLLEGE,OGDEN-WEBER TECHNICAL COLLEGE - COLLETTE MERCIER CAMPUS,"918 West 2nd St, Ogden, UT 84404",41.2593423,-111.9998503
2348200,2348200,AR,ARKANSAS STATE UNIVERSITY - MID-SOUTH COMMUNITY COLLEGE,ARKANSAS STATE UNIVERSITY - MID-SOUTH COMMUNITY COLLEGE,"2000 West Broadway, West Memphis, AR 72303",35.1449814,-90.222048
2348500,2348500,TX,LAMAR STATE COLLEGE - PORT ARTHUR,LAMAR STATE COLLEGE - PORT ARTHUR,"1500 Procter Street, Port Arthur, TX 77640",29.8799965,-93.926252
2350100,2350100,PA,WESTERN AREA CAREER & TECHNOLOGY CENTER,WESTERN AREA CAREER & TECHNOLOGY CENTER,"688 Western Avenue, Canonsburg, PA 153171445",40.2545969,-80.2455444
2350200,,PA,INDIANA COUNTY TECHNOLOGY CENTER,INDIANA COUNTY TECHNOLOGY CENTER - PRACTICAL NURSING CLARION CAMPUS,"447 Career Ln, Shippenville, PA 16254",41.2336133,-79.4256414
2350200,2350201,PA,INDIANA COUNTY TECHNOLOGY CENTER,INDIANA COUNTY TECHNOLOGY CENTER - PRACTICAL NURSING STEEL CENTER CAMPUS,"565 Lewis Run Road, Jefferson Hills, PA 150253711",40.3217086,-79.9374923
2350200,2350200,PA,INDIANA COUNTY TECHNOLOGY CENTER,INDIANA COUNTY TECHNOLOGY CENTER,"441 Hamill Road, Indiana, PA 157011465",40.6460456,-79.1219253
2350200,2350203,PA,INDIANA COUNTY TECHNOLOGY CENTER,INDIANA COUNTY TECHNOLOGY CENTER - PRACTICAL NURSING CONNELLSVILLE CAMPUS,"720 Locust Street, Connellsville, PA 154251465",40.0254478,-79.5701904
2351500,2351500,OH,NORTHERN CAREER INSTITUTE,NORTHERN CAREER INSTITUTE - EASTLAKE,"34050 Glen Drive, Suite 2, Eastlake, OH 440952604",41.6537999,-81.447297
2351500,2351501,OH,NORTHERN CAREER INSTITUTE,NORTHERN CAREER INSTITUTE - WILLOUGHBY,"34343 Euclid Avenue, Willoughby, OH 440943328",41.6247466,-81.4436244
2352800,2352800,OH,POLARIS CAREER CENTER,POLARIS CAREER CENTER,"7285 Old Oak Boulevard, Middleburg Heights, OH 441303342",41.3642293,-81.8333117
2353100,2353100,PA,NORTHERN TIER CAREER CENTER,NORTHERN TIER CAREER CENTER,"120 Career Center Lane, Towanda, PA 188488095",41.8014221,-76.4865559
2354200,,OH,SCIOTO COUNTY CAREER TECHNICAL CENTER,SCIOTO COUNTY CAREER TECHNICAL CENTER - NORTH CAMPUS,"708 Fairgrounds Rd., Lucasville, OH 45648",38.8945418,-82.998794
2354200,2354200,OH,SCIOTO COUNTY CAREER TECHNICAL CENTER,SCIOTO COUNTY CAREER TECHNICAL CENTER - MAIN CAMPUS,"951 Vern Riffe Drive, Lucasville, OH 456480000",38.8547809,-82.9766697
2357600,2357600,NM,NAVAJO TECHNICAL UNIVERSITY,NAVAJO TECHNICAL UNIVERSITY,"SR #371 Lower Point Road, Crownpoint, NM 873130849",35.6804409,-108.1356064
2358200,2358200,TX,LAMAR STATE COLLEGE - ORANGE,LAMAR STATE COLLEGE - ORANGE,"410 Front Street, Orange, TX 77630",30.0913878,-93.7315855
2361400,2361401,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - SPRING CREEK CAMPUS,"2800 East Spring Creek Parkway, Plano, TX 75074",33.050241,-96.676432
2361400,2361400,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - MAIN CAMPUS,"3452 Spur 399, McKinney, TX 75069",33.1624362,-96.638552
2361400,2361402,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - PRESTON RIDGE CAMPUS,"9700 Wade Boulevard, Frisco, TX 75035",33.1306226,-96.793765
2361400,2361410,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - CENTRAL PARK CAMPUS,"2200 West University Drive, McKinney, TX 75070",33.217126,-96.6442982
2361400,2361408,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - ROCKWALL CENTER,"2610 Observation Trail, Rockwall, TX 75032",32.9134299,-96.4244591
2361400,2361407,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - ALLEN CENTER,"300 Rivercrest Boulevard, Allen, TX 75002",33.1086194,-96.6592826
2361400,,TX,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT - COURTYARD CENTER,"4800 Preston Park Boulevard, Plano, TX 75093",33.0223957,-96.7922815
2362300,2362300,PA,MERCER COUNTY CAREER CENTER,MERCER COUNTY CAREER CENTER,"776 Greenville Road, Mercer, PA 161370000",41.2511203,-80.2485241
2492600,2492600,PA,EASTERN CENTER FOR ARTS AND TECHNOLOGY,EASTERN CENTER FOR ARTS AND TECHNOLOGY,"3075 Terwood Road, Willow Grove, PA 190901488",40.1587893,-75.1083313
2497500,2497500,MO,CLINTON TECHNICAL SCHOOL,CLINTON TECHNICAL SCHOOL,"602 South Fifth Street, Clinton, MO 647352966",38.3636552,-93.7684297
2497800,2497800,OH,GREENE COUNTY CAREER CENTER,GREENE COUNTY CAREER CENTER,"532 Innovation Drive, Xenia, OH 453859545",39.6622544,-83.9156592
2501500,2501500,FL,ORANGE TECHNICAL COLLEGE - MID FLORIDA CAMPUS,ORANGE TECHNICAL COLLEGE - MID FLORIDA CAMPUS,"2900 West Oak Ridge Road, Orlando, FL 32809",28.4697249,-81.4159649
2503900,2503900,NJ,WARREN COUNTY COMMUNITY COLLEGE,WARREN COUNTY COMMUNITY COLLEGE - MAIN CAMPUS,"475 Route 57 West, Washington, NJ 07882",40.7450012,-75.0179197
2503900,2503902,NJ,WARREN COUNTY COMMUNITY COLLEGE,WARREN COUNTY COMMUNITY COLLEGE - PHILLIPSBURG EDUCATION CENTER,"445 Marshall Street, Phillipsburg, NJ 08865",40.6957272,-75.1823721
2504600,2504601,FL,ORANGE TECHNICAL COLLEGE-WINTER PARK CAMPUS,ORANGE TECHNICAL COLLEGE - AVALON CAMPUS,"2201 S. Crown Hill Blvd, Orlando, FL 32828",28.5253883,-81.1508225
2504600,2504600,FL,ORANGE TECHNICAL COLLEGE-WINTER PARK CAMPUS,ORANGE TECHNICAL COLLEGE-WINTER PARK CAMPUS,"901 West Webster Avenue, Winter Park, FL 32789",28.6056307,-81.3625201
2508300,2508301,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - BEATRICE CAMPUS,"4771 West Scott Road, Beatrice, NE 68310",40.2613082,-96.7892644
2508300,2508338,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - FALLS CITY LEARNING CENTER,"3200 Bill Schock Boulevard, Falls City, NE 68355",40.0752538,-95.6046173
2508300,2508337,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - YORK LEARNING CENTER,"3130 Holen Avenue, York, NE 68467",40.8322012,-97.595966
2508300,2508300,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - LINCOLN CAMPUS,"8800 O Street, Lincoln, NE 68520",40.8156222,-96.6016956
2508300,2508302,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - MILFORD CAMPUS,"600 State Street, Milford, NE 68405",40.7689873,-97.043627
2508300,2508333,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - HEBRON LEARNING CENTER,"610 Jefferson Avenue, Hebron, NE 68370",40.165599,-97.5869848
2508300,2508303,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - EDUCATION SQUARE CAMPUS,"1111 O Street, Lincoln, NE 68508",40.8133643,-96.7048362
2508300,2508334,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - NEBRASKA CITY LEARNING CENTER,"819 Central Avenue, Nebraska City,, NE 68410",40.6763305,-95.8559711
2508300,2508335,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - PLATTSMOUTH LEARNING CENTER,"537 Main Street, Plattsmouth, NE 68048",41.0108367,-95.8858033
2508300,2508336,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - WAHOO LEARNING CENTER,"536 North Broadway Street, Wahoo, NE 68666",41.2105952,-96.6196212
2508300,2508331,NE,SOUTHEAST COMMUNITY COLLEGE,SOUTHEAST COMMUNITY COLLEGE - CEC,"301 S. 68th Street Place, 5th Floor, Lincoln, NE 68510",40.810791,-96.6281769
2511000,2511000,NM,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,"9169 Coors Boulevard Northwest, Albuquerque, NM 87120",35.1757605,-106.6631189
2511700,2511700,FL,RIDGE TECHNICAL COLLEGE,RIDGE TECHNICAL COLLEGE,"7700 State Road 544, Winter Haven, FL 33881",28.0775636,-81.653421
2513200,2513200,FL,ORANGE TECHNICAL COLLEGE - ORLANDO CAMPUS,ORANGE TECHNICAL COLLEGE - ORLANDO CAMPUS,"301 West Amelia Street, Orlando, FL 32801",28.55042,-81.3838467
2517500,2517500,MT,AANIIIH NAKODA COLLEGE,AANIIIH NAKODA COLLEGE,"Highway 2 & Highway 66, Harlem, MT 595260159",48.4815597,-108.7542378
2522700,2522701,OH,EASTLAND-FAIRFIELD CAREER CENTER,EASTLAND-FAIRFIELD CAREER CENTER - FAIRFIELD,"3985 Coonpath Road Northwest, Carroll, OH 431129720",39.7680473,-82.6749138
2522700,2522700,OH,EASTLAND-FAIRFIELD CAREER CENTER,EASTLAND-FAIRFIELD CAREER CENTER - EASTLAND,"4300 Amalgamated Place, Groveport, OH 431259236",39.8865065,-82.8841074
2524200,2524201,FL,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE - HONDA PACT INSTRUCTIONAL SERVICE CENTER,"5780 NorthWest 158th Street, Miami Lakes, FL 330146720",25.9153394,-80.2944427
2524200,2524200,FL,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE,ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE - POSTSECONDARY/SOUTH CAMPUS,"18180 Southwest 122nd Avenue, Miami, FL 331772499",25.5991761,-80.3903142
2524500,2524500,WV,RALPH R WILLIS CAREER AND TECHNICAL CENTER,RALPH R WILLIS CAREER AND TECHNICAL CENTER,"144 Vocational Road, Stollings, WV 25646",37.8224867,-81.9579295
2529800,2529800,PA,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING PRGM,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING PRGM,"350 Jumper Road, Wilkes-Barre, PA 187050699",41.262094,-75.8102667
2530600,2530605,MO,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COMMUNITY COLLEGE - DARDENNE CREEK CAMPUS,"1 Academy Place, Dardenne Prairie, MO 63368",38.7314314,-90.7345454
2530600,2530600,MO,SAINT CHARLES COMMUNITY COLLEGE,SAINT CHARLES COMMUNITY COLLEGE - MAIN CAMPUS,"4601 Mid Rivers Mall Drive, Cottleville, MO 63376",38.7591655,-90.6370052
2532200,2532200,WI,LAC COURTE OREILLES OJIBWE COLLEGE,LAC COURTE OREILLES OJIBWE COLLEGE - MAIN CAMPUS,"13466 West Trepania Road, Hayward, WI 548432181",45.9425896,-91.365256
2532200,2532203,WI,LAC COURTE OREILLES OJIBWE COLLEGE,LAC COURTE OREILLES OJIBWE COLLEGE - ST. CROIX OUTREACH SITE,"24663 Angeline Avenue, Webster, WI 548939246",45.8094242,-92.2054819
2532200,2532206,WI,LAC COURTE OREILLES OJIBWE COLLEGE,LAC COURTE OREILLES OJIBWE COLLEGE - BAD RIVER OUTREACH SITE,"Blackbird Center, 72682 Maple Street, Odanah, WI 548610001",46.5996633,-90.660628
2532200,2532204,WI,LAC COURTE OREILLES OJIBWE COLLEGE,LAC COURTE OREILLES OJIBWE COLLEGE - LAC DU FLAMBEAU,"583 Peace Pipe Road, Lac Du Flambeau, WI 545389653",45.9710699,-89.8911324
2532200,2532207,WI,LAC COURTE OREILLES OJIBWE COLLEGE,LAC COURTE OREILLES OJIBWE COLLEGE - RED CLIFF OUTREACH SITE,"37360 State Hwy 13, Bayfield, WI 548146500",46.8574335,-90.7925396
2534800,2534800,WV,FRED W. EBERLE TECHNICAL CENTER,FRED W. EBERLE TECHNICAL CENTER,"Route 5, Campus Box 2, Buckhannon, WV 26201",38.9995091,-80.2234556
2535500,2535500,WV,MERCER COUNTY TECHNICAL EDUCATION CENTER,MERCER COUNTY TECHNICAL EDUCATION CENTER,"1397 Stafford Drive, Princeton, WV 24740",37.359729,-81.1033374
2539500,2539500,CA,IRVINE VALLEY COLLEGE,IRVINE VALLEY COLLEGE,"5500 Irvine Center Drive, Irvine, CA 92618",33.6744571,-117.7784338
2545200,2545200,MT,CHIEF DULL KNIFE COLLEGE,CHIEF DULL KNIFE COLLEGE,"1 College Drive, Lame Deer, MT 59043",45.617372,-106.665926
2550800,2550801,NE,NEBRASKA INDIAN COMMUNITY COLLEGE,NEBRASKA INDIAN COMMUNITY COLLEGE - SANTEE CAMPUS,"415 North River Road, Niobrara, NE 68760",42.8404616,-97.8514364
2550800,2550800,NE,NEBRASKA INDIAN COMMUNITY COLLEGE,NEBRASKA INDIAN COMMUNITY COLLEGE - MAIN CAMPUS,"1111 Highway 75, Macy, NE 68039",42.1169046,-96.3532228
2550800,2550802,NE,NEBRASKA INDIAN COMMUNITY COLLEGE,NEBRASKA INDIAN COMMUNITY COLLEGE - SOUTH SIOUX CITY SITE,"2605 Dakota Avenue, South Sioux City, NE 68776",42.4649248,-96.4145577
2553700,2553700,ND,NUETA HIDATSA SAHNISH COLLEGE,NUETA HIDATSA SAHNISH COLLEGE,"220 8th Ave E, New Town, ND 58763",47.9832504,-102.4732076
2554200,2554200,FL,RADFORD M. LOCKLIN TECHNICAL COLLEGE,RADFORD M. LOCKLIN TECHNICAL COLLEGE,"5330 Berryhill Road, Milton, FL 32570",30.6479478,-87.1000738
2560700,,OH,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER - CIRCLEVILLE CAMPUS,"424 East Mound Street, Circleville, Ohio 43113",39.5973257,-82.936795
2560700,2560704,OH,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER - MAIN CAMPUS,"895 Crouse Chapel Road, Chillicothe, OH 456019010",39.4397491,-82.9610875
2560700,2560700,OH,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER,PICKAWAY-ROSS CAREER AND TECHNOLOGY CENTER - CHILLICOTH CAMPUS,"1410 Industrial Drive, Chillicothe, OH 456013977",39.3626352,-83.0028161
2562300,2562300,OH,APOLLO CAREER CENTER,APOLLO CAREER CENTER,"3325 Shawnee Road, Lima, OH 458061497",40.6926078,-84.1493682
2568600,2568600,OH,MAHONING COUNTY CAREER AND TECHNICAL CENTER,MAHONING COUNTY CAREER AND TECHNICAL CENTER,"7300 North Palmyra Road, Canfield, OH 444069710",41.031657,-80.7867159
2568800,2568800,NJ,SUSSEX COUNTY COMMUNITY COLLEGE,SUSSEX COUNTY COMMUNITY COLLEGE - MAIN CAMPUS,"1 College Hill Road, Newton, NJ 07860",41.0682698,-74.7578004
2568800,2568806,NJ,SUSSEX COUNTY COMMUNITY COLLEGE,SUSSEX COUNTY COMMUNITY COLLEGE - SUSSEX COUNTY TECHNICAL SCHOOL,"105 North Church Road, Sparta, NJ 07871",41.0961558,-74.6527603
2586400,2586400,OH,TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER,TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER,"528 Educational Highway, Warren, OH 44483",41.2804517,-80.8248031
2597400,2597400,OK,PONTOTOC TECHNOLOGY CENTER,PONTOTOC TECHNOLOGY CENTER,"601 West 33rd Street, Ada, OK 748208621",34.7482325,-96.6838159
2600000,2600000,OK,NORTHWEST TECHNOLOGY CENTER,NORTHWEST TECHNOLOGY CENTER - ALVA CAMPUS,"1801 11th Street, Alva, OK 737179672",36.7869458,-98.6757901
2600000,2600001,OK,NORTHWEST TECHNOLOGY CENTER,NORTHWEST TECHNOLOGY CENTER - FAIRVIEW CAMPUS,"801 South Vo-Tech Drive, Fairview, OK 737379601",36.2619018,-98.496788
2600500,2600500,OK,WES WATKINS TECHNOLOGY,WES WATKINS TECHNOLOGY,"7892 Highway 9, Wetumka, OK 748839660",35.2335014,-96.2666972
2601600,2601600,FL,BREWSTER TECHNICAL COLLEGE,BREWSTER TECHNICAL COLLEGE,"2222 North Tampa Street, Tampa, FL 33602",27.9638398,-82.4616517
2603800,2603800,OH,LORAIN COUNTY JVS ADULT CAREER CENTER,LORAIN COUNTY JVS ADULT CAREER CENTER,"15181 State Route 58, Oberlin, OH 440749799",41.2620084,-82.2140662
2610900,2610900,MT,STONE CHILD COLLEGE,STONE CHILD COLLEGE,"8294 Upper Box Elder Road, Box Elder, MT 595219796",48.2895728,-109.870933
2618400,2618400,MI,MICHIGAN CAREER AND TECHNICAL INSTITUTE,MICHIGAN CAREER AND TECHNICAL INSTITUTE,"11611 West Pine Lake Road, Plainwell, MI 490809254",42.5044428,-85.517707
2620000,2620002,OH,SANDUSKY CAREER CENTER,SANDUSKY CAREER CENTER - EXTENSION CAMPUS,"2130A Hayes Avenue, Sandusky, OH 448704740",41.4375849,-82.7120124
2620000,2620000,OH,SANDUSKY CAREER CENTER,SANDUSKY CAREER CENTER - MAIN CAMPUS,"4501 Venice Heights Boulevard, Sandusky, OH 448701630",41.4408843,-82.7668218
2623600,2623600,AZ,PARADISE VALLEY COMMUNITY COLLEGE,PARADISE VALLEY COMMUNITY COLLEGE,"18401 North 32nd Street, Phoenix, AZ 85032",33.6513707,-112.010982
